stock_code,description,revenue,units_sold,orders,customers,revenue_rank
20933,YELLOW POT PLANT CANDLE,1329.49,505.0,52,38,2183
85032D,damaged,1327.68,1148.0,133,89,2184
21775,DECORATIVE FLORE BATHROOM BOTTLE,1326.29,874.0,277,63,2185
47593B,SCOTTIE DOGS BABY BIB,1325.97,2347.0,357,89,2186
21926,RED/CREAM STRIPE CUSHION COVER,1325.27,1009.0,147,90,2187
85032A,ROMANTIC IMAGES GIFT WRAP SET,1323.51,1441.0,161,103,2188
22924,FRIDGE MAGNETS LA VIE EN ROSE,1323.42,1500.0,95,69,2189
22918,HERB MARKER PARSLEY,1322.86,1925.0,249,135,2190
21738,COSY SLIPPER SHOES SMALL  RED,1322.63,422.0,131,89,2191
22701,PINK DOG BOWL,1320.57,675.0,158,65,2192
85200,,1319.09,1045.0,105,81,2193
22232,JIGSAW TOADSTOOLS 3 PIECE,1318.99,1109.0,158,96,2194
85135C,RED DRAGONFLY HELICOPTER,1317.92,162.0,111,57,2195
22051,BLUE SCANDINAVIAN PAISLEY WRAP,1317.5,3175.0,116,95,2196
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,1316.48,2340.0,165,123,2197
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1314.89,1583.0,90,70,2198
22977,DOLLY GIRL CHILDRENS EGG CUP,1313.86,999.0,140,101,2199
20760,GARDEN PATH POCKET BOOK,1313.66,5550.0,81,47,2200
84688,BEACH HUT DESIGN BLACKBOARD,1313.52,422.0,81,39,2201
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1313.39,1608.0,100,86,2202
35598D,PINK/WHITE CHRISTMAS TREE 60CM,1312.2,1727.0,103,43,2203
23405,HOME SWEET HOME 2 DRAWER CABINET,1311.48,252.0,70,54,2204
22481,BLACK TEA TOWEL CLASSIC DESIGN,1309.81,1272.0,219,132,2205
21277,FRENCH STYLE EMBOSSED HEART CABINET,1309.39,54.0,48,36,2206
21842,PINK HEART CANDY BUTTON CALCULATOR,1308.74,551.0,47,32,2207
20893,damages,1308.59,559.0,76,41,2208
20798,,1308.15,551.0,83,35,2209
21945,STRAWBERRIES  DESIGN FLANNEL,1307.1,1862.0,240,61,2210
22893,MINI CAKE STAND T-LIGHT HOLDER,1306.09,2721.0,182,70,2211
46776A,WOVEN BUBBLE GUM CUSHION COVER,1303.88,411.0,122,19,2212
21219,SET/4 BADGES BALLOON GIRL,1303.27,1013.0,176,77,2213
20738,,1301.72,1610.0,74,46,2214
21248,DOOR HANGER  MUM + DADS ROOM,1299.55,1043.0,158,106,2215
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,1296.36,723.0,151,48,2216
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,1294.7,692.0,55,23,2217
79191C,RETRO PLASTIC ELEPHANT TRAY,1293.76,1619.0,157,107,2218
22267,EASTER DECORATION EGG BUNNY,1291.47,1472.0,117,91,2219
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1291.38,1538.0,138,85,2220
85231G,amazon,1291.09,1480.0,259,139,2221
22258,FELT FARM ANIMAL RABBIT,1291.05,1342.0,131,69,2222
21880,RED RETROSPOT TAPE,1289.83,2483.0,329,123,2223
85006,SET 4 NURSERY DES ROUND BOXES,1289.31,3049.0,37,32,2224
84609,TALL ROCOCO CANDLE HOLDER,1289.24,143.0,38,23,2225
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1287.54,1023.0,179,82,2226
85141,,1286.44,182.0,71,57,2227
85025C,PINK HEART SHAPE PHOTO FRAME,1285.91,720.0,125,73,2228
17091A,LAVENDER INCENSE IN TIN,1285.89,2085.0,117,78,2229
84559A,3D SHEET OF DOG STICKERS,1285.87,1378.0,270,107,2230
72818,,1283.13,2394.0,127,82,2231
46775E,CANDY POP CHUNKY KNITTED THROW,1282.9,101.0,51,8,2232
82613D,METAL SIGN CUPCAKE SINGLE HOOK,1281.86,1186.0,271,98,2233
22097,SWALLOW SQUARE TISSUE BOX,1281.75,2064.0,242,158,2234
22543,MINI JIGSAW BAKE A CAKE,1281.49,3247.0,118,72,2235
22214,CANDLE PLATE LACE WHITE,1279.79,549.0,92,43,2236
84816,damages,1278.35,33.0,20,18,2237
72800B,4 PURPLE FLOCK DINNER CANDLES,1276.78,985.0,91,52,2238
21425,SKULLS STORAGE BOX LARGE,1274.93,505.0,95,41,2239
21759,,1274.47,30.0,13,11,2240
23072,damages,1273.76,334.0,30,21,2241
16225,RATTLE SNAKE EGGS,1271.66,1520.0,165,90,2242
22268,check,1271.29,2554.0,236,117,2243
35648,VINTAGE BEAD PINK PURSE,1270.93,1041.0,143,48,2244
21549,,1270.39,547.0,51,36,2245
85163B,BLACK BAROQUE WALL CLOCK,1268.66,115.0,66,26,2246
21689,SILVER VANILLA  FLOWER CANDLE POT,1268.12,342.0,60,49,2247
20765,CHRYSANTHEMUM SKETCHBOOK,1265.06,442.0,146,96,2248
20777,CHRYSANTHEMUM NOTEBOOK,1262.7,3660.0,169,78,2249
40003,WHITE BAMBOO RIBS LAMPSHADE,1257.02,1150.0,60,34,2250
21063,PARTY INVITES JAZZ HEARTS,1256.27,1456.0,238,143,2251
21145,,1256.21,869.0,49,34,2252
77101A,,1255.97,1082.0,88,55,2253
22919,HERB MARKER MINT,1255.44,1800.0,248,136,2254
20825,,1255.08,361.0,7,5,2255
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,1254.9,3565.0,148,51,2256
20731,,1252.92,4142.0,73,40,2257
22999,TRAVEL CARD WALLET VINTAGE LEAF,1252.59,2894.0,222,108,2258
23511,EMBROIDERED RIBBON REEL EMILY,1252.01,571.0,98,83,2259
84967B,,1249.45,24.0,11,8,2260
85159A,"BLACK TEA,COFFEE,SUGAR JARS",1248.98,492.0,82,41,2261
22280,POCKET BAG PINK PAISELY BROWN SPOT,1248.74,877.0,158,79,2262
22062,,1248.15,761.0,126,68,2263
22389,PAPERWEIGHT SAVE THE PLANET,1245.52,647.0,92,74,2264
21752,GLASS CAKE STAND MIRRORED BASE,1244.81,77.0,37,28,2265
84989A,75 GREEN FAIRY CAKE CASES,1243.99,2194.0,193,95,2266
22808,SET OF 6 T-LIGHTS EASTER CHICKS,1243.88,420.0,83,58,2267
20707,CRAZY DAISY HEART DECORATION,1243.68,1613.0,199,48,2268
79066K,RETRO MOD TRAY,1242.96,1403.0,256,103,2269
79163,damaged,1240.83,1833.0,64,44,2270
23067,HANGING ENGRAVED METAL HEART,1236.66,294.0,78,63,2271
85162A,?,1234.27,607.0,20,14,2272
23138,SINGLE WIRE HOOK IVORY HEART,1231.51,879.0,82,60,2273
84910A,PINK PAISLEY CUSHION COVER,1230.39,432.0,53,37,2274
21438,,1229.82,373.0,36,33,2275
23539,WALL ART LOVES' SECRET,1227.95,247.0,41,32,2276
22921,HERB MARKER CHIVES,1226.72,1771.0,220,121,2277
85135B,,1226.51,151.0,115,67,2278
21253,SET OF PICTURE FRAME  STICKERS,1225.17,332.0,122,41,2279
16046,TEATIME PEN CASE & PENS,1223.5,10056.0,59,44,2280
22290,,1223.02,670.0,78,60,2281
84660C,,1221.96,756.0,113,29,2282
23142,IVORY WIRE KITCHEN ORGANISER,1220.82,121.0,40,34,2283
22216,T-LIGHT HOLDER WHITE LACE,1215.83,1396.0,116,48,2284
23598,PAPER BUNTING VINTAGE PARTY,1215.53,427.0,47,40,2285
21490,,1210.6,637.0,55,36,2286
22233,JIGSAW RABBIT AND BIRDHOUSE,1210.11,949.0,164,112,2287
84823,DANISH ROSE FOLDING CHAIR,1210.0,120.0,29,29,2288
84687,BEACH HUT SHELF W 3 DRAWERS,1208.06,314.0,73,43,2289
22265,EASTER DECORATION NATURAL CHICK,1207.8,1843.0,168,107,2290
84596E,,1205.61,1154.0,218,90,2291
21396,RED SPOTTY EGG CUP,1205.25,948.0,77,45,2292
23071,damages,1205.1,315.0,19,16,2293
20771,CHRYSANTHEMUM  JOURNAL,1201.68,606.0,140,91,2294
21904,,1201.52,757.0,145,103,2295
21130,damaged,1200.93,721.0,49,29,2296
22256,FELT FARM ANIMAL CHICKEN,1200.07,933.0,119,78,2297
23444,Next Day Carriage,1200.0,79.0,79,63,2298
84658,WHITE STITCHED CUSHION COVER,1199.66,214.0,64,50,2299
21883,STARS GIFT TAPE,1199.48,2348.0,226,132,2300
23026,DRAWER KNOB VINTAGE GLASS STAR,1198.96,556.0,62,43,2301
22403,MAGNETS PACK OF 4 VINTAGE LABELS,1195.89,1715.0,212,137,2302
84830,,1195.15,113.0,7,7,2303
85129D,BEADED CRYSTAL HEART PINK SMALL,1193.56,793.0,168,59,2304
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,1193.0,838.0,81,40,2305
22102,MIRROR MOSAIC T-LIGHT HOLDER,1191.69,1842.0,59,35,2306
72232,FENG SHUI PILLAR CANDLE,1190.92,6268.0,118,72,2307
84750A,,1189.23,544.0,105,42,2308
47503E,,1186.9,6842.0,25,21,2309
20934,SET/3 POT PLANT CANDLES,1185.07,197.0,74,44,2310
84815,SET OF 3 DANISH ROSE PLANTERS,1183.82,926.0,53,34,2311
22761,CHEST 7 DRAWER MA CAMPAGNE,1182.78,48.0,34,27,2312
21806,,1179.43,2707.0,128,95,2313
21312,,1179.17,299.0,26,19,2314
23041,PAPER LANTERN 9 POINT SNOW STAR,1178.48,272.0,54,46,2315
85130A,,1176.29,685.0,86,59,2316
23225,CHERUB HEART DECORATION SILVER,1176.17,1355.0,88,46,2317
84674,FLYING PIG WATERING CAN,1175.93,460.0,106,67,2318
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,1175.56,956.0,113,85,2319
72819,CUPID DESIGN SCENTED CANDLES,1174.01,694.0,92,59,2320
23523,WALL ART TREASURE AHOY,1173.81,360.0,41,35,2321
21393,,1172.81,5244.0,43,34,2322
23431,NATURAL HANGING QUILTED HEARTS,1171.23,1449.0,72,63,2323
22048,BIRTHDAY BANQUET GIFT WRAP,1166.3,2815.0,102,93,2324
23418,LAVENDER TOILETTE BOTTLE,1166.0,557.0,79,55,2325
23515,EMBROIDERED RIBBON REEL DAISY,1164.98,579.0,71,58,2326
84313B,Damaged,1164.04,227.0,83,24,2327
21650,ASSORTED TUTTI FRUTTI BRACELET,1163.8,3204.0,197,84,2328
23508,MINI PLAYING CARDS DOLLY GIRL,1163.45,2627.0,120,95,2329
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,1162.89,421.0,29,19,2330
37475,SET/4 COLOURFUL MIXING BOWLS,1160.56,116.0,72,45,2331
22253,,1158.28,964.0,86,62,2332
21763,,1157.9,43.0,17,15,2333
23566,EGG CUP MILKMAID HEIDI,1156.93,881.0,83,44,2334
23507,MINI PLAYING CARDS BUFFALO BILL,1155.67,2882.0,119,91,2335
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1152.98,779.0,94,63,2336
22264,FELT FARM ANIMAL WHITE BUNNY,1152.22,2014.0,168,80,2337
84847,,1149.73,2330.0,49,32,2338
22806,SET OF 6 T-LIGHTS WEDDING CAKE,1149.02,430.0,57,42,2339
22814,CARD PARTY GAMES,1147.77,2728.0,295,101,2340
23402,HOME SWEET HOME 3 PEG HANGER,1147.28,296.0,68,47,2341
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,1146.12,283.0,77,37,2342
21316,,1146.11,693.0,47,33,2343
22615,PACK OF 12 CIRCUS PARADE TISSUES,1145.88,3718.0,188,110,2344
72598,SET/12 TAPER CANDLES,1145.76,1244.0,158,74,2345
37482B,CUBIC MUG BLUE POLKA DOT,1145.26,1252.0,10,5,2346
22040,BOTANICAL ROSE GIFT WRAP,1144.3,2815.0,94,82,2347
20932,PINK POT PLANT CANDLE,1143.97,333.0,81,54,2348
84750B,,1142.02,609.0,78,43,2349
22718,CARD CAT AND TREE,1141.36,2605.0,264,114,2350
21366,MIRRORED WALL ART PHOTO FRAMES,1140.0,238.0,77,24,2351
85124C,GREEN JUICY FRUIT PHOTO FRAME,1139.07,429.0,123,51,2352
85110,,1138.04,11520.0,23,17,2353
21942,SKULLS DESIGN FLANNEL,1136.28,1672.0,221,41,2354
37424,,1134.68,5249.0,108,28,2355
22230,JIGSAW TREE WITH WATERING CAN,1134.64,1657.0,193,96,2356
22715,CARD WEDDING DAY,1133.93,2717.0,218,125,2357
85118,,1133.68,2054.0,81,55,2358
22598,CHRISTMAS MUSICAL ZINC TREE,1131.85,1790.0,144,82,2359
21555,CERAMIC STRAWBERRY TRINKET TRAY,1131.37,425.0,134,38,2360
21413,PERIWINKLE T-LIGHT HOLDER,1131.14,3162.0,52,25,2361
23506,MINI PLAYING CARDS SPACEBOY,1129.12,2723.0,146,114,2362
20622,VIP PASSPORT COVER,1127.59,582.0,128,59,2363
22255,FELT TOADSTOOL  SMALL,1127.11,1185.0,142,73,2364
21040,,1125.85,894.0,68,43,2365
20700,GREEN CAT FLORAL CUSHION COVER,1125.05,420.0,103,11,2366
20832,RED FLOCK LOVE HEART PHOTO FRAME,1122.65,1681.0,158,86,2367
85136A,YELLOW SHARK HELICOPTER,1121.28,138.0,106,64,2368
85224,,1120.96,2004.0,61,35,2369
84559B,3D SHEET OF CAT STICKERS,1119.09,1231.0,220,97,2370
23510,MINI PLAYING CARDS GYMKHANA,1118.8,2521.0,120,90,2371
23411,TRELLIS COAT RACK,1118.61,227.0,56,42,2372
17096,,1117.09,6240.0,76,25,2373
21010,,1114.76,850.0,83,62,2374
23513,EMBROIDERED RIBBON REEL SUSIE,1114.26,566.0,70,59,2375
47504H,ENGLISH ROSE SPIRIT LEVEL,1113.07,1028.0,140,81,2376
20669,RED HEART LUGGAGE TAG,1111.89,797.0,214,103,2377
23433,HANGING QUILTED PATCHWORK APPLES,1108.58,1258.0,89,76,2378
84678,,1108.28,565.0,81,52,2379
84631,FRUIT TREE AND BIRDS WALL PLAQUE,1106.16,288.0,50,19,2380
21944,KITTENS DESIGN FLANNEL,1106.01,1789.0,204,53,2381
21666,RIDGED GLASS T-LIGHT HOLDER,1105.15,1760.0,85,49,2382
22116,METAL SIGN HIS DINNER IS SERVED,1103.88,823.0,198,96,2383
21202,DOLLY HONEYCOMB GARLAND,1103.48,854.0,66,53,2384
84638,SMALL KITCHEN FLOWER POTS PLAQUE,1101.55,400.0,69,27,2385
22532,MAGIC DRAWING SLATE LEAP FROG,1101.1,2862.0,175,130,2386
23375,50'S CHRISTMAS PAPER GIFT BAG,1100.69,1342.0,103,85,2387
47587A,,1099.88,2706.0,26,7,2388
22709,WRAP WEDDING DAY,1099.58,2799.0,77,68,2389
21131,GOLD STANDING GNOME,1098.86,276.0,49,18,2390
21779,,1097.8,301.0,22,21,2391
84358,FLOOR LAMP SHADE WOOD BASE,1097.48,121.0,29,11,2392
85212,MINI PAINTED GARDEN DECORATION,1096.56,2831.0,121,82,2393
37479B,,1095.85,1253.0,32,20,2394
20892,,1095.35,102.0,38,21,2395
22997,TRAVEL CARD WALLET UNION JACK,1094.93,2545.0,222,101,2396
20867,PINK ROSE FABRIC MIRROR,1093.14,1098.0,153,68,2397
85131D,BEADED CRYSTAL HEART PINK ON STICK,1092.71,1443.0,267,25,2398
85093,CANDY SPOT EGG WARMER HARE,1091.21,1361.0,152,57,2399
23087,ZINC  HEART T-LIGHT HOLDER,1090.66,868.0,69,43,2400
20755,BLUE PAISLEY POCKET BOOK,1089.73,5145.0,122,74,2401
23432,PRETTY HANGING QUILTED HEARTS,1088.36,1276.0,74,65,2402
85124A,,1087.73,387.0,104,43,2403
84791,,1086.13,334.0,106,66,2404
21839,,1085.59,201.0,83,71,2405
72815,,1083.36,282.0,70,53,2406
20615,BLUE POLKADOT PASSPORT COVER,1077.81,637.0,195,59,2407
23347,I LOVE LONDON BEAKER,1077.3,860.0,97,51,2408
21817,check,1077.19,1687.0,130,102,2409
21632,,1076.22,132.0,53,30,2410
23102,SILVER HEARTS TABLE DECORATION,1075.03,1274.0,157,128,2411
21850,BLUE  DIAMANTE PEN IN GIFT BOX,1072.98,447.0,106,29,2412
21758,,1069.76,135.0,79,34,2413
85126,,1069.16,156.0,34,22,2414
21827,,1068.89,835.0,134,89,2415
84247E,PACK OF 12 CHRISTMAS FUN CARDS,1064.05,376.0,96,68,2416
23331,DECORATIVE WICKER HEART SMALL,1062.28,1596.0,109,67,2417
22860,EASTER TIN CHICKS PINK DAISY,1060.85,612.0,111,85,2418
21815,STAR  T-LIGHT HOLDER,1060.24,679.0,92,58,2419
72800F,,1060.19,822.0,67,51,2420
22856,ASSORTED EASTER DECORATIONS  BELLS,1059.85,877.0,32,25,2421
23033,DRAWER KNOB CERAMIC RED,1058.9,714.0,74,42,2422
85008,,1058.72,269.0,99,77,2423
22995,TRAVEL CARD WALLET SUKI,1058.64,2381.0,266,90,2424
23516,EMBROIDERED RIBBON REEL SOPHIE,1058.6,296.0,42,39,2425
85163A,WHITE BAROQUE WALL CLOCK,1058.17,103.0,57,35,2426
35651,VINTAGE BEAD PINK SCARF,1057.62,459.0,63,32,2427
85179B,,1056.6,246.0,45,33,2428
16047,,1054.7,10612.0,31,21,2429
21825,,1053.19,733.0,75,62,2430
84908B,,1052.29,435.0,35,2,2431
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,1052.02,2258.0,162,63,2432
37327,adjustment,1051.69,1739.0,88,42,2433
20783,HEART EAR MUFF HEADPHONES,1051.4,165.0,55,20,2434
23327,HANGING CLEAR MINI BOTTLE,1051.14,1734.0,41,33,2435
84965A,PINK KASHMIRI COFFEE TABLE,1050.0,20.0,3,2,2436
85160B,BLACK BIRD GARDEN DESIGN MUG,1048.83,6156.0,37,28,2437
22857,ASSORTED EASTER GIFT TAGS,1048.28,1230.0,66,60,2438
84985A,SET OF 72 GREEN PAPER DOILIES,1047.93,654.0,161,95,2439
22821,GIFT BAG PSYCHEDELIC APPLES,1047.45,1660.0,186,83,2440
72750B,,1047.2,496.0,39,31,2441
85144,,1046.85,287.0,70,61,2442
22511,RETROSPOT BABUSHKA DOORSTOP,1046.66,397.0,111,90,2443
21061,PARTY INVITES FOOTBALL,1046.56,1396.0,163,104,2444
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,1045.88,125.0,64,36,2445
84908A,,1045.16,432.0,36,4,2446
46775A,BUBBLE GUM CHUNKY KNITTED THROW,1044.23,83.0,32,3,2447
23419,HOME SWEET HOME BOTTLE,1043.72,473.0,86,56,2448
22134,MINI LADLE LOVE HEART RED,1043.58,2354.0,298,80,2449
35646,VINTAGE BEAD PINK EVENING BAG,1043.44,642.0,104,37,2450
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,1043.22,11396.0,72,40,2451
84405A,S/3 PINK COL METAL BASKET W HANDLE,1042.16,129.0,50,40,2452
22266,EASTER DECORATION HANGING BUNNY,1040.11,2542.0,161,101,2453
20671,,1038.72,786.0,143,70,2454
21269,ANTIQUE CREAM CUTLERY SHELF,1036.84,114.0,65,52,2455
21725,SWEETIES  STICKERS,1036.43,1135.0,173,81,2456
23088,ZINC HEART FLOWER T-LIGHT HOLDER,1033.28,795.0,79,52,2457
21664,RIDGED GLASS STORAGE JAR CREAM LID,1031.07,258.0,67,44,2458
84686,,1027.79,389.0,76,33,2459
20652,BLUE POLKADOT LUGGAGE TAG,1027.29,1516.0,172,73,2460
23545,WRAP RED VINTAGE DOILY,1025.6,2480.0,84,76,2461
85104,????damages????,1024.49,351.0,56,40,2462
84625C,,1024.15,770.0,71,29,2463
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1024.1,632.0,142,57,2464
21417,COCKLE SHELL DISH,1023.9,502.0,118,41,2465
35923,CANDY HEART HANGING DECORATION,1023.77,1545.0,112,51,2466
22247,BUNNY DECORATION MAGIC GARDEN,1022.79,1184.0,182,86,2467
85180B,PINK HEARTS LIGHT CHAIN,1022.16,364.0,67,29,2468
23452,HEART MINI PORTRAIT FRAME,1021.76,518.0,87,69,2469
23153,ZINC SWEETHEART WIRE LETTER RACK,1020.69,263.0,90,67,2470
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",1020.61,910.0,234,73,2471
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,1020.21,631.0,86,50,2472
22717,CARD DOG AND BALL,1018.42,2405.0,215,118,2473
20839,FRENCH PAISLEY CUSHION COVER,1018.11,633.0,118,53,2474
84923,PINK BUTTERFLY HANDBAG W BOBBLES,1017.64,234.0,150,5,2475
85031C,,1017.48,481.0,106,23,2476
21814,HEART T-LIGHT HOLDER,1016.53,670.0,95,59,2477
84596L,BISCUITS SMALL BOWL LIGHT BLUE,1016.42,1537.0,256,78,2478
23544,WALL ART MID CENTURY MODERN,1015.78,164.0,20,17,2479
22049,damaged,1015.75,3500.0,114,95,2480
22420,LIPSTICK PEN BABY PINK,1014.75,2111.0,234,111,2481
84709B,,1014.48,176.0,86,32,2482
20619,TROPICAL PASSPORT COVER,1014.42,578.0,194,46,2483
20730,,1011.7,2218.0,102,34,2484
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,1010.1,2303.0,183,95,2485
23107,WHITE HEARTS WIRE PLANT POT HOLDER,1009.51,359.0,73,60,2486
21084,SET/6 COLLAGE PAPER CUPS,1008.81,2929.0,223,113,2487
47589,,1008.73,183.0,76,59,2488
84905,,1007.91,269.0,105,19,2489
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,1007.52,3096.0,93,82,2490
23460,SWEETHEART WALL TIDY,1007.08,108.0,43,41,2491
22643,SET OF 4 NAPKIN CHARMS LEAVES,1006.24,464.0,96,72,2492
47310M,SMALL POP BOX FUNKY MONKEY,1004.94,746.0,172,37,2493
21836,,1003.89,249.0,100,77,2494
23281,FOLDING BUTTERFLY MIRROR RED,1000.82,1280.0,101,56,2495
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1000.44,2501.0,111,81,2496
84907,PINK YELLOW PATCH CUSHION COVER,999.17,391.0,36,12,2497
21427,SKULLS STORAGE BOX SMALL,999.06,507.0,119,55,2498
23533,WALL ART GARDEN HAVEN,998.64,215.0,36,27,2499
21127,,998.03,297.0,48,25,2500
21250,SET OF SKULL WALL STICKERS,997.55,402.0,60,47,2501
23517,EMBROIDERED RIBBON REEL REBECCA,996.38,334.0,63,50,2502
20705,MRS ROBOT SOFT TOY,996.19,273.0,53,47,2503
20782,CAMOUFLAGE EAR MUFF HEADPHONES,995.48,155.0,87,39,2504
84918,CREAM CUSHION COVER WITH FLOWERS,995.12,208.0,63,15,2505
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,993.03,543.0,107,40,2506
20617,FIRST CLASS PASSPORT COVER,992.99,498.0,105,59,2507
72484,,991.38,1818.0,64,45,2508
21690,,990.84,258.0,82,65,2509
21721,CANDY SHOP  STICKER SHEET,990.5,1090.0,144,73,2510
84964B,,990.0,17.0,2,2,2511
21335,,989.62,42.0,28,17,2512
21636,MADRAS NOTEBOOK MEDIUM,985.74,1014.0,98,74,2513
21303,,985.54,96.0,30,24,2514
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,985.4,570.0,95,55,2515
35958,,984.63,1131.0,82,58,2516
17021,NAMASTE SWAGAT INCENSE,984.24,3720.0,76,45,2517
22529,MAGIC DRAWING SLATE GO TO THE FAIR,984.03,2437.0,155,114,2518
23380,PACK OF 12 VINTAGE DOILY TISSUES,983.5,2344.0,121,86,2519
35653,VINTAGE BEAD NOTEBOOK,982.53,311.0,113,42,2520
85019B,BLOSSOM  IMAGES NOTEBOOK SET,982.47,718.0,47,31,2521
23518,EMBROIDERED RIBBON REEL RACHEL,980.41,361.0,44,40,2522
20661,BLUE POLKADOT PURSE,980.06,898.0,123,37,2523
22108,PING! MICROWAVE PLATE,978.74,313.0,128,34,2524
82616B,FRAPPUCINO SCARF KNITTING KIT,977.55,606.0,126,57,2525
23514,EMBROIDERED RIBBON REEL SALLY,977.39,478.0,74,57,2526
21208,PASTEL COLOUR HONEYCOMB FAN,976.91,1078.0,120,65,2527
23512,EMBROIDERED RIBBON REEL ROSIE,975.24,500.0,57,46,2528
35599B,BLACK CHRISTMAS TREE 120CM,974.81,268.0,51,26,2529
71279,damages,972.11,293.0,78,34,2530
84800L,,970.79,650.0,38,32,2531
21562,HAWAIIAN GRASS SKIRT,970.28,678.0,73,47,2532
85018D,YULETIDE IMAGES S/6 PAPER BOXES,969.9,787.0,80,57,2533
78124,MAGAZINE RACK GEBRA ASSORTED,969.61,730.0,31,25,2534
22104,MIRROR MOSAIC CANDLE PLATE,968.08,1187.0,99,31,2535
85189,,967.95,1176.0,68,53,2536
72814,,967.92,266.0,54,42,2537
23183,MOTHER'S KITCHEN SPOON REST,967.17,226.0,84,45,2538
21299,,966.35,166.0,34,25,2539
20830,SILVER PHOTO FRAME,964.61,407.0,82,36,2540
90175A,WHITE GLASS CHUNKY CHARM BRACELET,964.45,107.0,62,20,2541
20773,,963.98,3339.0,117,78,2542
20774,,962.48,3484.0,119,68,2543
21691,SILVER VANILLA FLOWER CANDLE POT,960.99,249.0,72,56,2544
85197,,959.46,1669.0,74,63,2545
85130D,BEADED CRYSTAL HEART PINK LARGE,958.85,788.0,107,63,2546
72753B,,957.73,445.0,14,11,2547
21805,,957.63,2221.0,103,77,2548
22994,TRAVEL CARD WALLET RETROSPOT,956.94,2194.0,218,89,2549
84360,TABLE LAMP WHITE SHADE WOOD BASE,956.89,179.0,40,14,2550
22512,DOORSTOP RACING CAR DESIGN,956.17,384.0,71,54,2551
84664,,955.35,193.0,51,17,2552
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,954.15,2907.0,77,50,2553
20758,ABSTRACT CIRCLES POCKET BOOK,953.42,5425.0,95,61,2554
85032B,BLOSSOM IMAGES GIFT WRAP SET,953.34,982.0,152,95,2555
84660b,BLACK STITCHED WALL CLOCK,952.66,752.0,67,26,2556
21060,PARTY INVITES BALLOON GIRL,952.55,1276.0,151,102,2557
20878,,952.51,737.0,85,61,2558
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,950.4,856.0,113,47,2559
21129,SILVER FISHING GNOME,949.44,124.0,60,24,2560
85124B,BLUE JUICY FRUIT PHOTO FRAME,948.7,355.0,104,45,2561
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,948.55,760.0,119,76,2562
23540,WALL ART THE MAGIC FOREST,947.06,150.0,14,9,2563
37492B,BLUE YELLOW FLOWER PIGGY BANK,946.72,489.0,44,33,2564
21331,MOROCCAN BEATEN METAL DISH LARGE,946.68,110.0,30,23,2565
85032C,CURIOUS IMAGES GIFT WRAP SET,946.59,886.0,161,85,2566
21641,,946.31,1666.0,111,43,2567
20778,,944.36,3611.0,90,66,2568
85031A,ROMANTIC IMAGES SCRAP BOOK SET,943.44,477.0,102,36,2569
22143,,942.88,446.0,70,51,2570
20998,ROSE DU SUD OVEN GLOVE,942.26,324.0,127,52,2571
37482P,Damaged,941.01,669.0,85,50,2572
22096,PINK PAISLEY SQUARE TISSUE BOX,938.86,1667.0,180,129,2573
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,937.45,93.0,58,24,2574
84817,DANISH ROSE DECORATIVE PLATE,937.44,1059.0,79,70,2575
23178,JAM CLOCK MAGNET,936.89,327.0,68,50,2576
85121B,,936.74,86.0,48,27,2577
85226A,,933.07,1714.0,144,95,2578
47504E,,931.86,4387.0,48,31,2579
21726,MULTI HEARTS  STICKERS,930.99,1077.0,155,93,2580
23179,CLOCK MAGNET MUM'S KITCHEN,930.48,324.0,53,36,2581
21720,CAKE SHOP  STICKER SHEET,929.81,1068.0,112,73,2582
21014,SWISS CHALET TREE DECORATION,928.09,1850.0,189,91,2583
20831,GOLD PHOTO FRAME,927.96,474.0,79,34,2584
37330,BIG POLKADOT MUG,927.46,517.0,28,19,2585
20775,DAISY NOTEBOOK,926.54,3604.0,112,43,2586
