transaction_key,invoice,full_date,stock_code,description,country,quantity,unit_price,line_value,transaction_type,record_status
334918,C522438,2010-09-14,D,Discount,United Kingdom,-1,9.9,-9.9,Cancellation,Valid
334938,C522441,2010-09-14,D,Discount,United Kingdom,-1,9.09,-9.09,Cancellation,Valid
335058,C522448,2010-09-14,37501,,USA,-2,6.95,-13.9,Cancellation,Valid
335059,C522448,2010-09-14,22423,REGENCY CAKESTAND 3 TIER,USA,-2,12.75,-25.5,Cancellation,Valid
335060,C522448,2010-09-14,21843,RED RETROSPOT CAKE STAND,USA,-1,10.95,-10.95,Cancellation,Valid
335061,C522448,2010-09-14,21527,RED RETROSPOT TRADITIONAL TEAPOT,USA,-3,7.95,-23.85,Cancellation,Valid
335604,C522473,2010-09-15,21713,CITRONELLA CANDLE FLOWERPOT,United Kingdom,-48,1.85,-88.8,Cancellation,Valid
335605,C522475,2010-09-15,21713,CITRONELLA CANDLE FLOWERPOT,United Kingdom,-9,0.85,-7.65,Cancellation,Valid
335727,522503,2010-09-15,22087,PAPER BUNTING WHITE LACE,United Kingdom,5,0.0,0.0,Sale,Zero Price
335728,522505,2010-09-15,20692,,United Kingdom,1,0.0,0.0,Sale,Zero Price
335729,522504,2010-09-15,20960,WATERMELON BATH SPONGE,United Kingdom,1,0.0,0.0,Sale,Zero Price
335730,522506,2010-09-15,22302,COFFEE MUG PEARS  DESIGN,United Kingdom,2,0.0,0.0,Sale,Zero Price
335731,522507,2010-09-15,20621,,United Kingdom,1,0.0,0.0,Sale,Zero Price
335732,522509,2010-09-15,21312,,United Kingdom,1,0.0,0.0,Sale,Zero Price
335733,522508,2010-09-15,21687,,United Kingdom,1,0.0,0.0,Sale,Zero Price
335734,C522510,2010-09-15,22375,AIRLINE BAG VINTAGE JET SET BROWN,United Kingdom,-1,4.25,-4.25,Cancellation,Valid
335735,C522510,2010-09-15,85099F,JUMBO BAG STRAWBERRY,United Kingdom,-1,1.95,-1.95,Cancellation,Valid
335740,C522512,2010-09-15,22377,BOTTLE BAG RETROSPOT,United Kingdom,-6,2.1,-12.6,Cancellation,Valid
335798,522532,2010-09-15,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,1000,0.0,0.0,Sale,Zero Price
335799,522529,2010-09-15,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,United Kingdom,1000,0.0,0.0,Sale,Zero Price
335800,522534,2010-09-15,22950,36 DOILIES VINTAGE CHRISTMAS,United Kingdom,1000,0.0,0.0,Sale,Zero Price
335801,522537,2010-09-15,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,1000,0.0,0.0,Sale,Zero Price
335802,522539,2010-09-15,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,1000,0.0,0.0,Sale,Zero Price
335844,522551,2010-09-15,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,United Kingdom,-1000,0.0,0.0,Stock Adjustment,Zero Price
335845,522556,2010-09-15,22952,60 CAKE CASES VINTAGE CHRISTMAS,United Kingdom,-1000,0.0,0.0,Stock Adjustment,Zero Price
335846,522554,2010-09-15,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,United Kingdom,-1000,0.0,0.0,Stock Adjustment,Zero Price
335916,522559,2010-09-15,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,United Kingdom,-1000,0.0,0.0,Stock Adjustment,Zero Price
335917,522558,2010-09-15,22950,36 DOILIES VINTAGE CHRISTMAS,United Kingdom,-1000,0.0,0.0,Stock Adjustment,Zero Price
336034,522587,2010-09-15,85224,,United Kingdom,-500,0.0,0.0,Stock Adjustment,Zero Price
336165,522593,2010-09-15,21610,,United Kingdom,93,0.0,0.0,Sale,Zero Price
336342,C522607,2010-09-15,84247E,PACK OF 12 CHRISTMAS FUN CARDS,United Kingdom,-11,2.95,-32.45,Cancellation,Valid
336399,C522613,2010-09-15,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,United Kingdom,-1,2.55,-2.55,Cancellation,Valid
336400,C522613,2010-09-15,21331,MOROCCAN BEATEN METAL DISH LARGE,United Kingdom,-2,12.75,-25.5,Cancellation,Valid
336401,C522613,2010-09-15,22184,,United Kingdom,-1,8.5,-8.5,Cancellation,Valid
336402,C522613,2010-09-15,21658,GLASS  BEURRE DISH,United Kingdom,-2,3.95,-7.9,Cancellation,Valid
336403,C522613,2010-09-15,22647,CERAMIC LOVE HEART MONEY BANK,United Kingdom,-8,1.45,-11.6,Cancellation,Valid
336404,C522613,2010-09-15,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,United Kingdom,-2,8.5,-17.0,Cancellation,Valid
336405,C522613,2010-09-15,21317,GLASS SPHERE CANDLE STAND MEDIUM,United Kingdom,-1,5.45,-5.45,Cancellation,Valid
336488,C522616,2010-09-15,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,United Kingdom,-64,0.85,-54.4,Cancellation,Valid
336929,C522632,2010-09-16,M,Manual,United Kingdom,-24,0.44,-10.56,Cancellation,Valid
336930,C522633,2010-09-16,22754,SMALL RED BABUSHKA NOTEBOOK,United Kingdom,-12,0.85,-10.2,Cancellation,Valid
336931,C522633,2010-09-16,22753,SMALL YELLOW BABUSHKA NOTEBOOK,United Kingdom,-12,0.85,-10.2,Cancellation,Valid
336932,C522633,2010-09-16,22489,PACK OF 12 TRADITIONAL CRAYONS,United Kingdom,-24,0.42,-10.08,Cancellation,Valid
336933,C522633,2010-09-16,22561,WOODEN SCHOOL COLOURING SET,United Kingdom,-12,1.65,-19.8,Cancellation,Valid
336934,C522633,2010-09-16,22755,SMALL PURPLE BABUSHKA NOTEBOOK,United Kingdom,-12,0.85,-10.2,Cancellation,Valid
336935,C522633,2010-09-16,22758,LARGE PURPLE BABUSHKA NOTEBOOK,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
336936,C522633,2010-09-16,22752,SET 7 BABUSHKA NESTING BOXES,United Kingdom,-2,8.5,-17.0,Cancellation,Valid
336937,C522633,2010-09-16,22756,LARGE YELLOW BABUSHKA NOTEBOOK,United Kingdom,-12,1.25,-15.0,Cancellation,Valid
337025,C522643,2010-09-16,22423,REGENCY CAKESTAND 3 TIER,United Kingdom,-1,10.95,-10.95,Cancellation,Valid
337026,C522643,2010-09-16,22059,CERAMIC STRAWBERRY DESIGN MUG,United Kingdom,-1,1.49,-1.49,Cancellation,Valid
337027,C522643,2010-09-16,22501,PICNIC BASKET WICKER LARGE,United Kingdom,-4,8.5,-34.0,Cancellation,Valid
337028,C522643,2010-09-16,22694,WICKER STAR,United Kingdom,-1,2.1,-2.1,Cancellation,Valid
337242,C522709,2010-09-16,79067,,United Kingdom,-2,3.75,-7.5,Cancellation,Valid
337303,C522713,2010-09-16,22245,,Germany,-7,0.85,-5.95,Cancellation,Valid
337304,C522713,2010-09-16,22242,,Germany,-8,1.65,-13.2,Cancellation,Valid
337305,C522713,2010-09-16,21731,RED TOADSTOOL LED NIGHT LIGHT,Germany,-6,1.65,-9.9,Cancellation,Valid
337306,C522713,2010-09-16,20723,STRAWBERRY CHARLOTTE BAG,Germany,-1,0.85,-0.85,Cancellation,Valid
337307,C522713,2010-09-16,20728,LUNCH BAG CARS BLUE,Germany,-2,1.65,-3.3,Cancellation,Valid
337308,C522713,2010-09-16,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,Germany,-1,2.55,-2.55,Cancellation,Valid
337309,C522713,2010-09-16,22355,CHARLOTTE BAG SUKI DESIGN,Germany,-2,0.85,-1.7,Cancellation,Valid
337310,C522713,2010-09-16,85049F,BABY BOOM RIBBONS,Germany,-1,1.25,-1.25,Cancellation,Valid
337311,C522713,2010-09-16,22045,SPACEBOY GIFT WRAP,Germany,-5,0.42,-2.1,Cancellation,Valid
337312,C522713,2010-09-16,21668,RED STRIPE CERAMIC DRAWER KNOB,Germany,-2,1.25,-2.5,Cancellation,Valid
337313,C522714,2010-09-16,21258,VICTORIAN SEWING BOX LARGE,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
337314,C522714,2010-09-16,21671,RED SPOT CERAMIC DRAWER KNOB,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
337315,C522714,2010-09-16,22189,CREAM HEART CARD HOLDER,United Kingdom,-1,3.95,-3.95,Cancellation,Valid
337316,C522715,2010-09-16,72750B,,United Kingdom,-8,1.95,-15.6,Cancellation,Valid
337317,C522716,2010-09-16,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,United Kingdom,-1,4.25,-4.25,Cancellation,Valid
337318,C522716,2010-09-16,22154,ANGEL DECORATION 3 BUTTONS,United Kingdom,-4,0.42,-1.68,Cancellation,Valid
337319,C522716,2010-09-16,22155,STAR DECORATION RUSTIC,United Kingdom,-1,0.42,-0.42,Cancellation,Valid
337320,C522717,2010-09-16,21349,check,United Kingdom,-4,6.75,-27.0,Cancellation,Valid
337321,C522718,2010-09-16,21314,SMALL GLASS HEART TRINKET POT,United Kingdom,-3,2.1,-6.3,Cancellation,Valid
337322,C522718,2010-09-16,82607A,,United Kingdom,-4,1.25,-5.0,Cancellation,Valid
337336,C522722,2010-09-16,M,Manual,Sweden,-1,75.19,-75.19,Cancellation,Valid
337367,522721,2010-09-16,21493,,United Kingdom,2,0.0,0.0,Sale,Zero Price
337472,C522724,2010-09-16,22650,CERAMIC PIRATE CHEST MONEY BANK,United Kingdom,-12,1.45,-17.4,Cancellation,Valid
337486,522726,2010-09-16,48116,DOORMAT MULTICOLOUR STRIPE,United Kingdom,1,0.0,0.0,Sale,Zero Price
337487,522727,2010-09-16,21082,SET/20 FRUIT SALAD PAPER NAPKINS,United Kingdom,1,0.0,0.0,Sale,Zero Price
337488,522728,2010-09-16,21529,,United Kingdom,1,0.0,0.0,Sale,Zero Price
337489,522730,2010-09-16,85129A,,United Kingdom,1,0.0,0.0,Sale,Zero Price
337490,522729,2010-09-16,84858A,,United Kingdom,1,0.0,0.0,Sale,Zero Price
337491,522731,2010-09-16,90040D,,United Kingdom,1,0.0,0.0,Sale,Zero Price
337492,C522732,2010-09-16,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,United Kingdom,-4,3.75,-15.0,Cancellation,Valid
337493,C522732,2010-09-16,85049A,TRADITIONAL CHRISTMAS RIBBONS,United Kingdom,-2,1.25,-2.5,Cancellation,Valid
337494,C522732,2010-09-16,22605,WOODEN CROQUET GARDEN SET,United Kingdom,-1,14.95,-14.95,Cancellation,Valid
337495,C522732,2010-09-16,21333,CLASSIC WHITE FRAME,United Kingdom,-3,2.95,-8.85,Cancellation,Valid
337504,C522734,2010-09-16,20684,,Germany,-1,3.25,-3.25,Cancellation,Valid
337505,C522734,2010-09-16,20681,PINK POLKADOT CHILDRENS UMBRELLA,Germany,-1,3.25,-3.25,Cancellation,Valid
337506,C522735,2010-09-16,22675,FRENCH KITCHEN SIGN BLUE METAL,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
337507,C522735,2010-09-16,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,United Kingdom,-1,2.95,-2.95,Cancellation,Valid
337508,C522736,2010-09-16,21238,RED RETROSPOT CUP,United Kingdom,-1,0.85,-0.85,Cancellation,Valid
337509,C522737,2010-09-16,22361,GLASS JAR DAISY FRESH COTTON WOOL,United Kingdom,-4,2.95,-11.8,Cancellation,Valid
337635,C522741,2010-09-16,47594B,SCOTTIES DESIGN WASHBAG,United Kingdom,-1,1.95,-1.95,Cancellation,Valid
337636,C522741,2010-09-16,47594A,CAROUSEL DESIGN WASHBAG,United Kingdom,-2,1.95,-3.9,Cancellation,Valid
337637,C522743,2010-09-16,M,Manual,United Kingdom,-1,10.3,-10.3,Cancellation,Valid
337663,522745,2010-09-16,21490,,United Kingdom,12,0.0,0.0,Sale,Zero Price
337664,522747,2010-09-16,35537,,United Kingdom,-15,0.0,0.0,Stock Adjustment,Zero Price
337665,C522746,2010-09-16,21923,,United Kingdom,-1,7.95,-7.95,Cancellation,Valid
337699,522749,2010-09-16,79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,United Kingdom,-30,0.0,0.0,Stock Adjustment,Zero Price
337730,C522752,2010-09-16,22423,REGENCY CAKESTAND 3 TIER,United Kingdom,-2,12.75,-25.5,Cancellation,Valid
337731,C522752,2010-09-16,82483,WOOD 2 DRAWER CABINET WHITE FINISH,United Kingdom,-3,5.95,-17.85,Cancellation,Valid
337732,522753,2010-09-16,79328,,United Kingdom,-50,0.0,0.0,Stock Adjustment,Zero Price
337733,522754,2010-09-16,79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,United Kingdom,48,0.0,0.0,Sale,Zero Price
337734,C522755,2010-09-16,D,Discount,United Kingdom,-324,0.5,-162.0,Cancellation,Valid
337735,522756,2010-09-16,84288B,,United Kingdom,-2,0.0,0.0,Stock Adjustment,Zero Price
337736,C522757,2010-09-16,85123A,CREAM HANGING HEART T-LIGHT HOLDER,United Kingdom,-3,2.55,-7.65,Cancellation,Valid
337737,522758,2010-09-16,84529A,,United Kingdom,-1,0.0,0.0,Stock Adjustment,Zero Price
337738,522759,2010-09-16,84555A,,United Kingdom,-1,0.0,0.0,Stock Adjustment,Zero Price
337805,C522762,2010-09-16,84950,ASSORTED COLOUR T-LIGHT HOLDER,United Kingdom,-4,0.65,-2.6,Cancellation,Valid
337806,C522762,2010-09-16,84950,ASSORTED COLOUR T-LIGHT HOLDER,United Kingdom,-5,0.65,-3.25,Cancellation,Valid
337808,C522764,2010-09-16,22505,MEMO BOARD COTTAGE DESIGN,United Kingdom,-4,4.95,-19.8,Cancellation,Valid
337809,C522765,2010-09-16,22349,DOG BOWL CHASING BALL DESIGN,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
337982,522776,2010-09-16,72225D,,United Kingdom,-12,0.0,0.0,Stock Adjustment,Zero Price
337983,522781,2010-09-16,84247D,,United Kingdom,-3,0.0,0.0,Stock Adjustment,Zero Price
337984,522784,2010-09-16,84614C,,United Kingdom,-2,0.0,0.0,Stock Adjustment,Zero Price
338005,522790,2010-09-16,85231L,,United Kingdom,-40,0.0,0.0,Stock Adjustment,Zero Price
338006,522791,2010-09-16,85231L,,United Kingdom,36,0.0,0.0,Sale,Zero Price
338123,C522793,2010-09-16,M,Manual,United Kingdom,-1,10468.8,-10468.8,Cancellation,Valid
338134,C522795,2010-09-16,M,Manual,United Kingdom,-1,2769.9,-2769.9,Cancellation,Valid
338176,C522800,2010-09-16,22360,GLASS JAR ENGLISH CONFECTIONERY,United Kingdom,-4,2.95,-11.8,Cancellation,Valid
338177,C522800,2010-09-16,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
338253,522804,2010-09-16,82582,AREA PATROLLED METAL SIGN,United Kingdom,-1200,0.0,0.0,Stock Adjustment,Zero Price
338538,C522818,2010-09-16,84568,GIRLS ALPHABET IRON ON PATCHES,United Kingdom,-288,0.21,-60.48,Cancellation,Valid
338710,C522827,2010-09-17,22698,PINK REGENCY TEACUP AND SAUCER,United Kingdom,-1,2.95,-2.95,Cancellation,Valid
338711,C522827,2010-09-17,22697,GREEN REGENCY TEACUP AND SAUCER,United Kingdom,-5,2.95,-14.75,Cancellation,Valid
338714,522829,2010-09-17,22528,,United Kingdom,16,0.0,0.0,Sale,Zero Price
338715,522831,2010-09-17,85184D,S/4 BLUE ROUND DECOUPAGE BOXES,United Kingdom,1,0.0,0.0,Sale,Zero Price
338716,C522830,2010-09-17,22360,GLASS JAR ENGLISH CONFECTIONERY,United Kingdom,-4,2.95,-11.8,Cancellation,Valid
338717,C522830,2010-09-17,84978,HANGING HEART JAR T-LIGHT HOLDER,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
338718,C522832,2010-09-17,15036,ASSORTED COLOURS SILK FAN,United Kingdom,-24,0.75,-18.0,Cancellation,Valid
338719,C522832,2010-09-17,22486,PLASMATRONIC LAMP,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
338720,C522832,2010-09-17,82483,WOOD 2 DRAWER CABINET WHITE FINISH,United Kingdom,-2,5.95,-11.9,Cancellation,Valid
338721,C522832,2010-09-17,22423,REGENCY CAKESTAND 3 TIER,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
338723,C522834,2010-09-17,22423,REGENCY CAKESTAND 3 TIER,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
338724,C522834,2010-09-17,21528,DAIRY MAID TRADITIONAL TEAPOT,United Kingdom,-1,6.95,-6.95,Cancellation,Valid
338742,C522836,2010-09-17,85129D,BEADED CRYSTAL HEART PINK SMALL,United Kingdom,-1,1.25,-1.25,Cancellation,Valid
338743,C522836,2010-09-17,85118,,United Kingdom,-3,1.25,-3.75,Cancellation,Valid
338744,C522836,2010-09-17,21291,SMALL POLKADOT CHOCOLATE GIFT BAG,United Kingdom,-16,0.85,-13.6,Cancellation,Valid
338745,C522837,2010-09-17,22423,REGENCY CAKESTAND 3 TIER,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
338746,C522838,2010-09-17,85034C,3 ROSE MORRIS BOXED CANDLES,United Kingdom,-3,4.25,-12.75,Cancellation,Valid
338759,C522840,2010-09-17,22666,RECIPE BOX PANTRY YELLOW DESIGN,United Kingdom,-1,2.95,-2.95,Cancellation,Valid
338760,C522840,2010-09-17,22236,CAKE STAND 3 TIER MAGIC GARDEN,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
338761,C522841,2010-09-17,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,United Kingdom,-2,0.85,-1.7,Cancellation,Valid
338762,C522842,2010-09-17,22617,BAKING SET SPACEBOY DESIGN,France,-1,4.95,-4.95,Cancellation,Valid
338763,C522843,2010-09-17,22423,REGENCY CAKESTAND 3 TIER,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
338764,C522843,2010-09-17,22628,PICNIC BOXES SET OF 3 RETROSPOT,United Kingdom,-1,4.95,-4.95,Cancellation,Valid
338765,C522843,2010-09-17,21210,SET OF 72 RETROSPOT PAPER  DOILIES,United Kingdom,-2,1.45,-2.9,Cancellation,Valid
338766,C522843,2010-09-17,22072,RED RETROSPOT TEA CUP AND SAUCER,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
338767,C522843,2010-09-17,85042,ANTIQUE LILY FAIRY LIGHTS,United Kingdom,-8,4.25,-34.0,Cancellation,Valid
338768,C522843,2010-09-17,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,United Kingdom,-1,7.95,-7.95,Cancellation,Valid
338769,C522843,2010-09-17,85066,CREAM SWEETHEART MINI CHEST,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
338770,C522844,2010-09-17,21705,BAG 500g SWIRLY MARBLES,United Kingdom,-1,1.65,-1.65,Cancellation,Valid
338771,C522845,2010-09-17,22236,CAKE STAND 3 TIER MAGIC GARDEN,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
338772,C522845,2010-09-17,22211,WOOD STAMP SET FLOWERS,United Kingdom,-1,1.65,-1.65,Cancellation,Valid
338773,C522845,2010-09-17,22423,REGENCY CAKESTAND 3 TIER,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
338774,C522846,2010-09-17,22487,WHITE WOOD GARDEN PLANT LADDER,United Kingdom,-1,9.95,-9.95,Cancellation,Valid
338788,C522848,2010-09-17,22464,HANGING METAL HEART LANTERN,United Kingdom,-2,1.65,-3.3,Cancellation,Valid
338789,C522849,2010-09-17,22461,SAVOY ART DECO CLOCK,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
338790,C522850,2010-09-17,22550,HOLIDAY FUN LUDO,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
338791,C522851,2010-09-17,22198,LARGE POPCORN HOLDER,EIRE,-8,1.65,-13.2,Cancellation,Valid
338792,C522852,2010-09-17,22360,GLASS JAR ENGLISH CONFECTIONERY,United Kingdom,-5,2.95,-14.75,Cancellation,Valid
338793,C522853,2010-09-17,84880,WHITE WIRE EGG HOLDER,United Kingdom,-1,5.95,-5.95,Cancellation,Valid
338794,C522853,2010-09-17,21534,DAIRY MAID LARGE MILK JUG,United Kingdom,-2,4.95,-9.9,Cancellation,Valid
338795,C522853,2010-09-17,85123A,CREAM HANGING HEART T-LIGHT HOLDER,United Kingdom,-1,2.55,-2.55,Cancellation,Valid
338796,C522853,2010-09-17,21333,CLASSIC WHITE FRAME,United Kingdom,-1,2.95,-2.95,Cancellation,Valid
338797,C522853,2010-09-17,71038,WHITE HANGING BEADS CANDLE HOLDER,United Kingdom,-2,5.45,-10.9,Cancellation,Valid
338798,C522853,2010-09-17,21777,RECIPE BOX WITH METAL HEART,United Kingdom,-1,7.95,-7.95,Cancellation,Valid
338799,C522853,2010-09-17,22073,,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
338800,C522854,2010-09-17,21917,SET 12 KIDS  WHITE CHALK STICKS,United Kingdom,-2,0.42,-0.84,Cancellation,Valid
338801,C522854,2010-09-17,85176,SEWING SUSAN 21 NEEDLE SET,United Kingdom,-1,0.85,-0.85,Cancellation,Valid
338802,C522854,2010-09-17,22423,REGENCY CAKESTAND 3 TIER,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
338805,C522857,2010-09-17,D,Discount,United Kingdom,-1,90.0,-90.0,Cancellation,Valid
338965,C522870,2010-09-17,21231,SWEETHEART CERAMIC TRINKET BOX,United Kingdom,-3,1.25,-3.75,Cancellation,Valid
339114,C522905,2010-09-17,POST,POSTAGE,United Kingdom,-1,2.75,-2.75,Cancellation,Valid
339458,C522915,2010-09-17,M,Manual,United Kingdom,-1,280.91,-280.91,Cancellation,Valid
339536,C522928,2010-09-17,BANK CHARGES,Bank Charges,United Kingdom,-1,15.0,-15.0,Cancellation,Valid
339605,C522937,2010-09-17,22086,PAPER CHAIN KIT 50'S CHRISTMAS,United Kingdom,-120,2.1,-252.0,Cancellation,Valid
339704,C522945,2010-09-17,22442,GROW YOUR OWN FLOWERS SET OF 3,United Kingdom,-1,7.95,-7.95,Cancellation,Valid
339781,C522951,2010-09-19,21659,,United Kingdom,-1,14.95,-14.95,Cancellation,Valid
342132,C523031,2010-09-20,21871,SAVE THE PLANET MUG,Germany,-3,1.25,-3.75,Cancellation,Valid
342133,C523031,2010-09-20,22203,MILK PAN RED RETROSPOT,Germany,-1,3.75,-3.75,Cancellation,Valid
342134,C523037,2010-09-20,POST,POSTAGE,France,-1,18.0,-18.0,Cancellation,Valid
342240,C523076,2010-09-20,48188,DOORMAT WELCOME PUPPIES,United Kingdom,-2,7.95,-15.9,Cancellation,Valid
342241,C523076,2010-09-20,48185,DOORMAT FAIRY CAKE,United Kingdom,-2,7.95,-15.9,Cancellation,Valid
342287,C523107,2010-09-20,84405A,S/3 PINK COL METAL BASKET W HANDLE,United Kingdom,-1,12.75,-12.75,Cancellation,Valid
342418,C523119,2010-09-20,79160,HEART SHAPE WIRELESS DOORBELL,United Kingdom,-1,2.1,-2.1,Cancellation,Valid
342419,C523119,2010-09-20,51020B,adjust,United Kingdom,-1,0.29,-0.29,Cancellation,Valid
342781,C523147,2010-09-20,22138,BAKING SET 9 PIECE RETROSPOT,United Kingdom,-14,4.25,-59.5,Cancellation,Valid
342986,C523151,2010-09-20,21987,PACK OF 6 SKULL PAPER CUPS,United Kingdom,-192,0.35,-67.2,Cancellation,Valid
342990,C523153,2010-09-20,20865,,United Kingdom,-81,1.77,-143.37,Cancellation,Valid
342991,C523153,2010-09-20,47590A,BLUE HAPPY BIRTHDAY BUNTING,United Kingdom,-100,4.65,-465.0,Cancellation,Valid
343041,C523158,2010-09-20,22752,SET 7 BABUSHKA NESTING BOXES,United Kingdom,-12,8.5,-102.0,Cancellation,Valid
343042,C523159,2010-09-20,M,Manual,United Kingdom,-1,68.44,-68.44,Cancellation,Valid
343207,C523169,2010-09-20,21326,AGED GLASS SILVER T-LIGHT HOLDER,United Kingdom,-36,0.65,-23.4,Cancellation,Valid
343219,C523171,2010-09-20,M,Manual,United Kingdom,-1,229.46,-229.46,Cancellation,Valid
343221,C523174,2010-09-20,84789,,United Kingdom,-1,3.75,-3.75,Cancellation,Valid
343222,C523174,2010-09-20,21257,VICTORIAN SEWING BOX MEDIUM,United Kingdom,-1,7.95,-7.95,Cancellation,Valid
343223,C523174,2010-09-20,72807a,SET/3 ROSE CANDLE IN JEWELLED BOX,United Kingdom,-1,4.25,-4.25,Cancellation,Valid
343377,C523177,2010-09-20,M,Manual,United Kingdom,-1,224.58,-224.58,Cancellation,Valid
343378,C523178,2010-09-20,M,Manual,United Kingdom,-1,229.46,-229.46,Cancellation,Valid
343402,C523183,2010-09-20,M,Manual,United Kingdom,-1,66.98,-66.98,Cancellation,Valid
343403,C523184,2010-09-20,M,Manual,United Kingdom,-1,68.44,-68.44,Cancellation,Valid
343407,C523187,2010-09-20,M,Manual,EIRE,-1,413.28,-413.28,Cancellation,Valid
343476,523193,2010-09-20,21490,,United Kingdom,3,0.0,0.0,Sale,Zero Price
343844,C523281,2010-09-21,22551,PLASTERS IN TIN SPACEBOY,United Kingdom,-12,1.65,-19.8,Cancellation,Valid
343845,C523281,2010-09-21,22557,PLASTERS IN TIN VINTAGE PAISLEY,United Kingdom,-12,1.65,-19.8,Cancellation,Valid
343846,C523281,2010-09-21,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,United Kingdom,-4,4.25,-17.0,Cancellation,Valid
343847,C523281,2010-09-21,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,United Kingdom,-4,3.75,-15.0,Cancellation,Valid
343848,C523281,2010-09-21,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,United Kingdom,-2,6.75,-13.5,Cancellation,Valid
343849,C523281,2010-09-21,21112,SWISS ROLL TOWEL PINK  SPOTS,United Kingdom,-6,2.95,-17.7,Cancellation,Valid
343850,C523281,2010-09-21,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",United Kingdom,-6,2.95,-17.7,Cancellation,Valid
343851,C523281,2010-09-21,21110,,United Kingdom,-2,6.75,-13.5,Cancellation,Valid
343900,523284,2010-09-21,72529W,,United Kingdom,-88,0.0,0.0,Stock Adjustment,Zero Price
343947,523287,2010-09-21,85033G,,United Kingdom,-50,0.0,0.0,Stock Adjustment,Zero Price
343948,523288,2010-09-21,85033S,,United Kingdom,-23,0.0,0.0,Stock Adjustment,Zero Price
344055,C523299,2010-09-21,85014B,RED RETROSPOT UMBRELLA,Germany,-1,5.95,-5.95,Cancellation,Valid
344056,C523299,2010-09-21,20679,EDWARDIAN PARASOL RED,Germany,-2,5.95,-11.9,Cancellation,Valid
344386,523311,2010-09-21,22355,CHARLOTTE BAG SUKI DESIGN,United Kingdom,1,0.0,0.0,Sale,Zero Price
344556,523317,2010-09-21,72529W,,United Kingdom,-16,0.0,0.0,Stock Adjustment,Zero Price
344557,523318,2010-09-21,85033G,,United Kingdom,-2,0.0,0.0,Stock Adjustment,Zero Price
344720,523325,2010-09-21,51008,AFGHAN SLIPPER SOCK PAIR,United Kingdom,-266,0.0,0.0,Stock Adjustment,Zero Price
345076,523343,2010-09-21,46000R,POLYESTER FILLER PAD 45x30cm,United Kingdom,60,0.0,0.0,Sale,Zero Price
345493,C523352,2010-09-21,22423,REGENCY CAKESTAND 3 TIER,United Kingdom,-8,10.95,-87.6,Cancellation,Valid
345494,C523352,2010-09-21,22699,ROSES REGENCY TEACUP AND SAUCER,United Kingdom,-12,2.55,-30.6,Cancellation,Valid
345495,C523352,2010-09-21,22698,PINK REGENCY TEACUP AND SAUCER,United Kingdom,-12,2.55,-30.6,Cancellation,Valid
345496,C523352,2010-09-21,22697,GREEN REGENCY TEACUP AND SAUCER,United Kingdom,-12,2.55,-30.6,Cancellation,Valid
