customer_id,revenue,orders,units_purchased,products_purchased,first_purchase_date,latest_purchase_date,customer_segment
14061,917.43,3,133.0,17,2009-12-01,2010-07-20,Regular
14423,916.61,3,419.0,12,2010-01-14,2011-05-05,Regular
14839,915.28,3,927.0,61,2010-01-04,2010-10-17,Regular
14359,912.18,3,371.0,44,2011-09-13,2011-11-20,Regular
15244,912.08,3,472.0,44,2010-02-11,2011-10-05,Regular
16138,910.35,3,774.0,35,2010-04-28,2010-11-26,Regular
13038,908.46,3,360.0,24,2011-02-22,2011-09-20,Regular
15097,908.35,3,424.0,59,2010-05-05,2011-12-05,Regular
17464,907.14,3,608.0,35,2010-03-30,2011-07-04,Regular
17176,902.32,3,576.0,37,2010-01-31,2011-05-22,Regular
13548,901.44,3,558.0,169,2010-08-25,2011-09-04,Regular
15992,896.6,3,514.0,53,2010-09-12,2011-12-06,Regular
17226,895.47,3,853.0,51,2010-02-12,2011-02-04,Regular
14065,891.02,3,582.0,42,2010-10-04,2010-11-15,Regular
16900,887.11,3,833.0,78,2011-10-07,2011-11-23,Regular
16228,885.71,3,555.0,45,2010-11-04,2010-11-19,Regular
12793,885.53,3,461.0,34,2010-11-03,2011-01-09,Regular
15907,882.72,3,478.0,175,2011-05-13,2011-12-06,Regular
14645,876.89,3,587.0,45,2010-03-15,2011-07-06,Regular
15469,874.25,3,287.0,38,2010-09-27,2011-10-20,Regular
17167,867.11,3,429.0,64,2010-09-20,2010-11-25,Regular
13922,865.2,3,467.0,30,2010-08-29,2010-12-23,Regular
13891,859.21,3,476.0,97,2010-05-06,2010-11-26,Regular
15542,855.71,3,418.0,212,2009-12-02,2010-07-15,Regular
17064,855.45,3,316.0,53,2011-01-16,2011-10-12,Regular
16020,851.01,3,487.0,42,2011-10-05,2011-11-23,Regular
18108,848.81,3,261.0,43,2009-12-02,2011-03-30,Regular
14202,847.76,3,166.0,27,2010-03-25,2010-11-23,Regular
14803,845.55,3,370.0,35,2011-02-20,2011-06-30,Regular
16446,168472.5,2,80997.0,3,2011-05-18,2011-12-09,High Spend
15760,13916.34,2,2.0,1,2010-03-19,2010-03-19,High Spend
12590,9864.26,2,4283.0,68,2011-05-12,2011-05-12,High Spend
14091,9530.08,2,3316.0,13,2010-01-10,2010-02-23,High Spend
12378,5416.32,2,3316.0,281,2010-05-26,2011-08-02,High Spend
14459,5375.74,2,2303.0,113,2010-02-26,2011-07-07,High Spend
17308,4511.76,2,5148.0,5,2010-09-13,2010-11-11,High Spend
16749,4157.88,2,1910.0,53,2009-12-15,2010-04-27,High Spend
16240,3718.8,2,1641.0,126,2011-09-23,2011-11-15,High Spend
12737,3710.5,2,2.0,2,2010-07-29,2010-07-29,High Spend
13135,3371.45,2,4423.0,18,2010-08-05,2011-05-27,High Spend
12770,3246.45,2,1843.0,19,2010-09-09,2011-05-13,High Spend
13868,3192.54,2,1964.0,32,2011-11-01,2011-12-02,High Spend
12469,3070.54,2,2552.0,76,2010-06-21,2010-07-05,High Spend
12438,2906.85,2,1180.0,84,2011-07-22,2011-11-25,High Spend
14935,2849.83,2,1931.0,25,2010-03-30,2011-02-15,High Spend
14564,2605.62,2,1295.0,107,2009-12-04,2010-10-01,High Spend
15077,2428.08,2,528.0,28,2009-12-09,2010-08-02,High Spend
12397,2409.9,2,1263.0,110,2011-07-27,2011-11-04,High Spend
15341,2402.72,2,1008.0,22,2010-09-16,2011-09-20,High Spend
14938,2322.43,2,1369.0,71,2010-05-26,2010-05-26,High Spend
13371,2297.66,2,1019.0,75,2010-03-17,2010-07-22,High Spend
13365,2225.37,2,1247.0,122,2011-05-06,2011-11-06,Regular
15934,2190.66,2,2166.0,29,2010-10-06,2010-10-18,Regular
14212,2190.14,2,2046.0,18,2010-09-20,2011-09-11,Regular
13224,2155.95,2,1518.0,101,2011-07-11,2011-10-10,Regular
12687,2138.91,2,1403.0,126,2010-08-16,2010-08-16,Regular
15151,2085.61,2,795.0,56,2010-07-18,2010-10-12,Regular
18026,2074.07,2,530.0,12,2010-07-22,2010-07-27,Regular
12585,2040.1,2,1279.0,77,2010-12-23,2011-04-19,Regular
16698,1998.0,2,840.0,4,2011-03-31,2011-04-27,Regular
15531,1972.39,2,1085.0,196,2011-11-09,2011-12-01,Regular
16993,1950.95,2,285.0,19,2010-05-12,2010-09-02,Regular
12531,1933.2,2,1119.0,126,2010-01-22,2011-11-25,Regular
12762,1898.52,2,1227.0,62,2011-11-14,2011-12-02,Regular
16917,1851.88,2,792.0,45,2010-03-17,2011-03-08,Regular
17919,1840.32,2,1452.0,37,2010-09-27,2011-09-12,Regular
13375,1792.23,2,1124.0,62,2010-09-21,2011-09-12,Regular
15736,1767.12,2,1208.0,95,2010-09-30,2010-09-30,Regular
12425,1741.41,2,1147.0,87,2010-09-17,2011-09-22,Regular
16398,1705.8,2,758.0,75,2011-03-31,2011-07-08,Regular
14245,1693.45,2,976.0,107,2011-03-21,2011-05-04,Regular
14164,1631.77,2,1033.0,28,2011-09-20,2011-09-30,Regular
17814,1609.37,2,1435.0,112,2010-10-13,2010-11-29,Regular
12847,1609.0,2,1497.0,100,2010-11-17,2011-11-17,Regular
12514,1597.76,2,840.0,76,2010-03-08,2011-03-17,Regular
12629,1558.22,2,722.0,40,2010-10-12,2010-11-19,Regular
13377,1552.88,2,748.0,71,2010-03-04,2010-11-08,Regular
16491,1533.16,2,1060.0,86,2010-10-22,2011-10-24,Regular
14567,1530.36,2,412.0,33,2011-08-01,2011-10-14,Regular
16244,1522.75,2,855.0,88,2010-12-02,2011-05-12,Regular
13791,1516.0,2,1200.0,7,2011-06-24,2011-08-04,Regular
17977,1511.45,2,1948.0,94,2010-11-04,2011-11-10,Regular
14802,1502.98,2,2.0,1,2010-09-27,2010-09-27,Regular
12882,1463.04,2,246.0,12,2011-11-06,2011-11-30,Regular
13361,1450.5,2,324.0,29,2010-04-01,2010-08-24,Regular
15876,1449.14,2,886.0,11,2010-09-17,2010-10-26,Regular
13583,1445.03,2,1097.0,93,2010-01-29,2011-07-07,Regular
13543,1439.61,2,329.0,37,2010-01-21,2010-03-15,Regular
16088,1437.43,2,373.0,3,2010-04-27,2010-05-13,Regular
15444,1411.21,2,759.0,191,2011-10-30,2011-11-30,Regular
16854,1408.96,2,997.0,72,2010-03-09,2010-10-18,Regular
15322,1390.86,2,971.0,76,2010-08-20,2011-09-15,Regular
12886,1378.4,2,770.0,75,2011-05-04,2011-10-03,Regular
12533,1367.89,2,704.0,63,2009-12-01,2010-03-22,Regular
13396,1360.99,2,600.0,42,2011-01-24,2011-11-10,Regular
12646,1346.97,2,897.0,43,2011-10-21,2011-12-05,Regular
13639,1346.27,2,997.0,49,2010-09-29,2011-09-26,Regular
15398,1345.53,2,769.0,60,2011-09-22,2011-11-23,Regular
12426,1345.21,2,584.0,73,2010-02-15,2011-05-29,Regular
17499,1341.39,2,1086.0,66,2010-05-27,2011-02-23,Regular
12711,1339.05,2,770.0,56,2010-02-01,2010-04-07,Regular
15146,1327.16,2,1473.0,90,2011-02-21,2011-06-28,Regular
14921,1316.07,2,953.0,78,2011-05-22,2011-11-09,Regular
16377,1308.48,2,2928.0,6,2010-04-01,2011-03-17,Regular
15813,1303.91,2,603.0,40,2011-04-14,2011-05-16,Regular
18286,1296.43,2,608.0,67,2009-12-16,2010-08-20,Regular
14619,1291.24,2,594.0,58,2010-06-16,2011-04-08,Regular
16608,1286.62,2,612.0,94,2010-02-14,2010-09-12,Regular
14490,1273.47,2,933.0,72,2010-10-07,2010-10-29,Regular
17478,1272.8,2,516.0,40,2010-03-16,2010-10-27,Regular
12394,1272.48,2,819.0,26,2011-05-06,2011-10-07,Regular
16222,1272.05,2,463.0,133,2009-12-18,2011-01-25,Regular
12630,1270.88,2,548.0,60,2011-10-27,2011-11-30,Regular
13689,1259.5,2,722.0,6,2010-09-21,2011-10-07,Regular
14474,1258.89,2,448.0,122,2010-05-09,2011-10-24,Regular
12689,1247.61,2,628.0,57,2011-08-04,2011-11-14,Regular
17529,1240.25,2,790.0,78,2010-01-11,2010-04-08,Regular
12985,1239.38,2,1533.0,73,2011-11-11,2011-12-09,Regular
16527,1232.94,2,708.0,66,2010-10-11,2011-09-19,Regular
18080,1231.5,2,642.0,2,2011-04-11,2011-11-21,Regular
17132,1220.91,2,963.0,62,2010-08-08,2010-09-13,Regular
15390,1216.66,2,894.0,77,2010-10-26,2010-11-08,Regular
13918,1212.84,2,1140.0,30,2011-03-31,2011-10-21,Regular
16653,1212.66,2,733.0,67,2011-09-29,2011-11-23,Regular
14382,1193.63,2,1667.0,227,2010-11-14,2011-11-13,Regular
12462,1189.59,2,536.0,51,2011-02-09,2011-11-21,Regular
18060,1185.46,2,902.0,74,2010-05-24,2010-10-27,Regular
13526,1182.0,2,1911.0,29,2009-12-01,2009-12-01,Regular
16345,1178.79,2,611.0,95,2010-08-13,2011-10-26,Regular
14261,1163.45,2,406.0,52,2011-09-22,2011-10-20,Regular
12546,1161.5,2,633.0,59,2011-09-23,2011-10-24,Regular
13459,1160.41,2,986.0,57,2010-01-26,2010-03-25,Regular
15088,1160.07,2,460.0,53,2011-10-03,2011-11-18,Regular
12475,1149.64,2,771.0,54,2010-10-26,2011-10-17,Regular
14308,1147.02,2,2.0,1,2010-06-08,2010-06-08,Regular
16766,1145.6,2,536.0,17,2011-03-11,2011-03-11,Regular
17477,1144.3,2,225.0,44,2010-03-02,2010-04-06,Regular
12439,1142.88,2,478.0,69,2009-12-14,2010-01-26,Regular
17622,1130.21,2,379.0,19,2010-04-20,2010-04-21,Regular
14671,1127.45,2,571.0,48,2010-05-20,2010-06-08,Regular
14917,1123.75,2,891.0,29,2010-04-22,2010-04-22,Regular
17788,1117.9,2,211.0,3,2011-08-02,2011-09-27,Regular
16223,1087.05,2,643.0,101,2010-11-09,2010-11-30,Regular
15763,1086.92,2,271.0,58,2011-09-23,2011-11-08,Regular
13744,1080.52,2,1153.0,54,2011-02-20,2011-09-05,Regular
13726,1079.66,2,1054.0,39,2011-08-31,2011-11-01,Regular
15546,1079.1,2,198.0,6,2010-04-12,2010-04-12,Regular
17366,1077.24,2,504.0,120,2010-09-09,2010-10-03,Regular
13607,1075.81,2,466.0,110,2010-11-02,2011-10-30,Regular
13467,1071.91,2,580.0,89,2011-11-03,2011-11-29,Regular
17277,1065.35,2,430.0,67,2011-01-21,2011-04-26,Regular
12815,1063.46,2,379.0,38,2011-05-25,2011-07-15,Regular
15977,1054.73,2,1016.0,48,2011-10-31,2011-11-22,Regular
12716,1053.49,2,708.0,60,2011-07-29,2011-12-06,Regular
12580,1052.9,2,569.0,52,2010-05-12,2011-04-07,Regular
13359,1043.31,2,381.0,52,2010-11-01,2011-10-07,Regular
16198,1030.04,2,384.0,31,2010-09-28,2011-09-25,Regular
16160,1025.44,2,1162.0,20,2011-09-15,2011-10-05,Regular
17310,1025.1,2,402.0,1,2010-06-23,2010-11-17,Regular
16568,1020.9,2,366.0,5,2010-03-08,2010-10-08,Regular
12572,1020.42,2,452.0,53,2011-10-19,2011-12-01,Regular
18142,1019.52,2,1276.0,9,2011-05-08,2011-07-05,Regular
18074,1019.44,2,361.0,37,2010-07-22,2010-12-01,Regular
12403,1019.36,2,260.0,5,2010-07-06,2011-10-21,Regular
12905,1018.42,2,532.0,52,2010-01-26,2010-05-12,Regular
15970,1017.32,2,498.0,19,2010-04-20,2011-02-09,Regular
12652,1017.03,2,536.0,51,2010-10-01,2011-01-12,Regular
14675,1015.58,2,660.0,196,2010-11-16,2011-11-23,Regular
12545,1000.39,2,523.0,42,2011-03-25,2011-09-25,Regular
18143,1000.16,2,570.0,59,2011-07-21,2011-08-15,Regular
15104,993.54,2,635.0,66,2011-03-02,2011-05-27,Regular
13559,990.0,2,360.0,1,2010-06-14,2010-07-15,Regular
13245,989.22,2,371.0,43,2010-10-03,2011-10-20,Regular
12862,984.62,2,611.0,119,2010-08-01,2010-10-10,Regular
17144,984.57,2,483.0,42,2011-09-16,2011-12-08,Regular
15025,979.79,2,503.0,132,2010-05-20,2011-11-06,Regular
13350,979.12,2,287.0,36,2011-09-21,2011-11-23,Regular
17456,975.56,2,508.0,59,2010-09-09,2010-12-09,Regular
16376,974.96,2,691.0,104,2011-11-22,2011-12-01,Regular
17958,973.88,2,284.0,35,2009-12-11,2011-08-15,Regular
17100,971.74,2,800.0,65,2011-11-21,2011-11-21,Regular
14138,965.88,2,600.0,40,2011-10-07,2011-12-08,Regular
15084,965.2,2,600.0,31,2010-03-04,2010-11-25,Regular
16763,964.7,2,492.0,44,2009-12-01,2011-05-25,Regular
12675,957.25,2,336.0,111,2010-05-10,2010-06-04,Regular
16141,955.94,2,410.0,47,2010-10-18,2011-09-12,Regular
14629,955.26,2,378.0,133,2011-10-23,2011-12-05,Regular
15430,954.75,2,309.0,36,2010-06-29,2010-08-29,Regular
12822,948.88,2,550.0,41,2011-09-13,2011-09-30,Regular
12874,948.42,2,623.0,44,2010-06-03,2010-11-19,Regular
12355,947.61,2,543.0,35,2010-05-21,2011-05-09,Regular
13261,944.1,2,210.0,8,2011-02-27,2011-03-16,Regular
17020,935.62,2,860.0,64,2010-03-03,2010-06-15,Regular
14140,935.05,2,811.0,60,2011-11-08,2011-12-06,Regular
15792,933.84,2,606.0,57,2010-03-31,2010-11-05,Regular
13465,931.12,2,584.0,34,2010-05-02,2010-09-19,Regular
15243,927.28,2,543.0,56,2010-09-30,2011-09-26,Regular
17805,927.03,2,1126.0,10,2010-04-08,2011-09-27,Regular
13805,924.6,2,1900.0,10,2011-08-02,2011-10-18,Regular
16643,923.11,2,553.0,48,2010-10-13,2011-04-08,Regular
15654,922.53,2,475.0,15,2011-11-13,2011-11-30,Regular
13122,922.39,2,585.0,54,2011-04-13,2011-09-06,Regular
12638,921.49,2,663.0,47,2010-03-10,2011-11-06,Regular
15364,913.19,2,493.0,29,2011-03-30,2011-09-05,Regular
12945,900.11,2,446.0,47,2010-02-21,2011-02-24,Regular
12940,899.69,2,404.0,87,2011-09-13,2011-10-16,Regular
16834,898.96,2,760.0,43,2010-02-03,2011-04-26,Regular
13996,895.76,2,613.0,29,2010-11-05,2010-11-18,Regular
15211,894.41,2,240.0,52,2010-12-09,2011-10-10,Regular
15824,890.94,2,478.0,24,2010-06-25,2010-09-12,Regular
17537,887.67,2,699.0,74,2011-02-09,2011-11-10,Regular
17704,885.19,2,343.0,27,2011-04-14,2011-06-24,Regular
18141,882.47,2,433.0,38,2010-04-29,2010-11-03,Regular
17480,882.23,2,581.0,50,2010-09-21,2011-09-23,Regular
17143,880.97,2,314.0,82,2010-07-12,2010-10-18,Regular
16677,880.62,2,457.0,45,2010-02-25,2010-10-24,Regular
13937,880.13,2,587.0,54,2010-11-02,2011-06-23,Regular
15653,877.44,2,1200.0,4,2011-08-16,2011-09-08,Regular
13768,875.97,2,373.0,30,2009-12-09,2009-12-13,Regular
13166,875.93,2,522.0,55,2010-10-21,2011-03-01,Regular
17566,869.77,2,497.0,113,2011-11-14,2011-12-01,Regular
14753,869.51,2,412.0,45,2010-09-05,2011-09-13,Regular
16567,865.6,2,996.0,34,2011-01-07,2011-05-29,Regular
14600,865.17,2,487.0,53,2010-11-11,2011-02-07,Regular
12794,860.41,2,592.0,43,2011-09-02,2011-10-17,Regular
14372,860.08,2,378.0,36,2010-04-19,2010-09-22,Regular
12440,859.2,2,331.0,21,2009-12-22,2010-09-03,Regular
12878,854.99,2,547.0,38,2011-03-18,2011-04-17,Regular
13945,854.15,2,413.0,49,2010-08-17,2010-11-10,Regular
14873,854.13,2,311.0,48,2010-03-16,2011-05-13,Regular
16070,852.15,2,457.0,32,2011-11-07,2011-11-17,Regular
12696,851.91,2,564.0,43,2010-07-19,2010-10-01,Regular
15264,848.4,2,443.0,52,2010-06-27,2011-10-06,Regular
15784,848.33,2,381.0,33,2010-02-05,2010-08-29,Regular
13221,847.41,2,244.0,62,2010-12-15,2011-04-13,Regular
13970,846.55,2,469.0,10,2010-09-28,2010-11-18,Regular
14610,24.35,2,15.0,10,2010-07-13,2010-11-09,Regular
14922,843.74,2,376.0,49,2010-07-20,2010-11-11,Regular
17638,842.4,2,432.0,2,2009-12-18,2010-03-02,Regular
16810,842.04,2,372.0,34,2010-10-15,2011-05-31,Regular
14862,841.2,2,772.0,47,2011-07-14,2011-11-14,Regular
14929,836.69,2,487.0,34,2010-10-14,2011-11-07,Regular
16747,836.06,2,583.0,34,2011-10-03,2011-11-02,Regular
13386,835.46,2,514.0,24,2010-09-28,2010-10-21,Regular
16737,835.2,2,576.0,1,2010-05-11,2011-10-17,Regular
16644,833.78,2,826.0,62,2011-05-11,2011-06-15,Regular
13175,831.45,2,423.0,40,2009-12-04,2010-05-06,Regular
12953,828.81,2,364.0,45,2010-07-05,2011-11-30,Regular
12792,827.01,2,394.0,39,2010-06-23,2011-03-28,Regular
12461,826.88,2,287.0,35,2011-07-08,2011-09-06,Regular
12781,826.74,2,671.0,25,2011-02-28,2011-10-07,Regular
16264,823.53,2,616.0,62,2010-09-19,2010-09-27,Regular
15137,823.4,2,596.0,34,2010-01-28,2010-07-07,Regular
16246,821.35,2,336.0,79,2010-02-08,2010-09-06,Regular
16135,819.45,2,395.0,35,2010-05-05,2011-03-22,Regular
16624,810.57,2,488.0,44,2011-05-26,2011-09-20,Regular
12632,804.88,2,694.0,32,2010-05-24,2010-07-07,Regular
18248,804.02,2,511.0,39,2011-06-06,2011-08-09,Regular
18265,801.51,2,311.0,44,2011-07-04,2011-09-28,Regular
16127,801.31,2,391.0,75,2009-12-13,2011-10-31,Regular
15396,796.38,2,278.0,16,2010-05-05,2011-08-19,Regular
14022,792.15,2,681.0,45,2010-08-10,2011-04-28,Regular
16472,789.6,2,252.0,39,2010-04-21,2010-10-01,Regular
15448,788.81,2,487.0,49,2010-02-03,2011-01-31,Regular
16739,786.43,2,391.0,33,2010-06-21,2011-06-16,Regular
13541,785.25,2,279.0,10,2010-05-18,2010-10-08,Regular
12761,782.95,2,281.0,27,2010-09-01,2010-09-08,Regular
15239,780.59,2,594.0,48,2011-09-22,2011-11-29,Regular
18228,779.9,2,238.0,23,2011-09-21,2011-10-14,Regular
12735,779.57,2,368.0,38,2011-01-06,2011-01-28,Regular
14815,778.5,2,744.0,53,2011-10-03,2011-11-03,Regular
13563,777.53,2,209.0,49,2011-07-22,2011-09-16,Regular
13745,777.36,2,1146.0,46,2010-06-11,2011-06-30,Regular
15837,777.01,2,405.0,52,2010-08-11,2011-10-06,Regular
15794,777.0,2,288.0,15,2009-12-02,2009-12-03,Regular
17482,775.64,2,240.0,50,2010-05-10,2010-08-09,Regular
15773,774.52,2,410.0,46,2010-10-26,2011-12-04,Regular
14838,769.92,2,361.0,69,2009-12-03,2010-10-12,Regular
13712,766.42,2,1128.0,32,2010-04-08,2011-04-07,Regular
13699,764.15,2,219.0,33,2010-06-07,2011-07-07,Regular
16602,763.33,2,429.0,37,2010-11-16,2011-11-03,Regular
17466,763.28,2,306.0,41,2011-09-22,2011-11-29,Regular
17425,759.17,2,407.0,42,2011-10-10,2011-11-20,Regular
15908,758.62,2,173.0,37,2010-07-15,2010-08-06,Regular
15006,757.78,2,387.0,165,2010-09-12,2011-10-19,Regular
13730,752.6,2,488.0,38,2011-07-01,2011-07-27,Regular
13030,752.44,2,348.0,76,2010-12-06,2011-11-28,Regular
16972,749.0,2,183.0,54,2010-09-09,2010-11-22,Regular
13108,748.46,2,745.0,27,2010-09-30,2010-12-02,Regular
17387,746.81,2,522.0,71,2011-11-06,2011-11-20,Regular
14050,746.36,2,689.0,49,2011-08-25,2011-11-08,Regular
16465,746.24,2,504.0,45,2010-09-21,2010-10-15,Regular
13236,744.85,2,416.0,34,2011-08-25,2011-11-15,Regular
17038,743.17,2,535.0,61,2010-10-20,2011-11-09,Regular
12465,742.19,2,479.0,46,2011-06-23,2011-11-22,Regular
18275,741.85,2,417.0,19,2009-12-08,2010-05-10,Regular
13721,741.54,2,512.0,41,2010-11-09,2011-11-03,Regular
15720,739.22,2,327.0,152,2010-06-07,2011-11-15,Regular
16075,736.93,2,271.0,41,2010-05-24,2010-07-25,Regular
15045,735.66,2,114.0,11,2011-03-27,2011-07-11,Regular
14778,730.86,2,306.0,34,2011-02-04,2011-08-04,Regular
17547,727.85,2,223.0,22,2010-02-12,2010-11-29,Regular
15368,722.74,2,406.0,8,2010-11-10,2011-11-18,Regular
13441,720.9,2,520.0,33,2010-10-04,2011-09-09,Regular
13537,717.85,2,337.0,38,2010-09-14,2010-10-10,Regular
16526,717.21,2,279.0,30,2010-05-04,2011-06-21,Regular
15274,716.57,2,619.0,44,2011-11-21,2011-12-05,Regular
12519,716.54,2,387.0,34,2010-08-20,2011-10-07,Regular
12535,716.35,2,219.0,28,2011-06-06,2011-09-09,Regular
15330,714.96,2,1312.0,10,2011-10-10,2011-11-07,Regular
14026,713.11,2,427.0,43,2010-03-24,2010-08-26,Regular
15127,711.5,2,464.0,27,2010-07-08,2011-10-05,Regular
13927,708.26,2,463.0,37,2010-09-28,2011-09-26,Regular
14398,707.79,2,267.0,50,2010-06-30,2010-11-03,Regular
16449,707.69,2,367.0,40,2011-03-04,2011-05-26,Regular
13626,707.04,2,398.0,44,2010-11-25,2011-04-01,Regular
16309,706.57,2,467.0,39,2011-04-13,2011-08-25,Regular
12890,706.02,2,457.0,124,2010-11-17,2011-11-15,Regular
16364,705.79,2,279.0,48,2011-07-25,2011-11-28,Regular
15103,703.36,2,329.0,35,2011-09-14,2011-11-08,Regular
14324,701.61,2,402.0,41,2010-01-15,2010-10-26,Regular
14179,701.57,2,319.0,135,2011-10-18,2011-10-30,Regular
14356,701.23,2,277.0,33,2011-09-19,2011-09-21,Regular
13833,700.41,2,243.0,43,2010-10-31,2011-07-03,Regular
14497,697.06,2,332.0,40,2010-02-04,2011-02-03,Regular
15700,696.68,2,357.0,85,2011-06-19,2011-06-20,Regular
17733,692.19,2,463.0,33,2011-03-23,2011-11-01,Regular
16545,689.82,2,322.0,6,2010-11-29,2011-06-28,Regular
17834,689.67,2,639.0,54,2010-09-20,2010-10-21,Regular
14809,686.76,2,232.0,18,2010-03-28,2010-03-28,Regular
13898,686.4,2,544.0,43,2010-10-24,2011-01-18,Regular
15257,685.9,2,71.0,11,2010-10-21,2011-03-01,Regular
15219,685.45,2,271.0,26,2010-03-01,2011-06-16,Regular
13987,682.54,2,492.0,46,2010-11-04,2010-11-25,Regular
18271,680.85,2,319.0,19,2009-12-08,2010-04-09,Regular
13430,679.45,2,751.0,48,2011-09-14,2011-11-21,Regular
14151,679.45,2,405.0,44,2009-12-23,2010-02-04,Regular
17782,679.02,2,538.0,29,2010-11-22,2010-11-22,Regular
15363,678.11,2,383.0,32,2010-08-04,2010-12-02,Regular
13974,677.72,2,356.0,43,2010-05-06,2011-10-21,Regular
13040,676.99,2,355.0,38,2011-11-06,2011-12-01,Regular
17462,675.69,2,227.0,25,2011-02-28,2011-10-10,Regular
18156,675.64,2,283.0,100,2010-12-05,2011-11-27,Regular
14142,671.34,2,518.0,42,2010-03-03,2010-12-01,Regular
13398,670.34,2,341.0,37,2010-09-17,2011-05-31,Regular
16268,667.65,2,533.0,45,2011-09-29,2011-09-29,Regular
14932,666.13,2,257.0,29,2010-11-19,2010-12-09,Regular
17105,665.78,2,693.0,80,2011-02-06,2011-07-03,Regular
16132,664.2,2,280.0,14,2010-03-22,2010-06-13,Regular
16704,664.16,2,433.0,50,2010-02-05,2010-03-31,Regular
13596,664.11,2,384.0,133,2011-11-27,2011-12-04,Regular
16573,663.61,2,360.0,40,2011-02-22,2011-09-16,Regular
12837,662.66,2,194.0,83,2010-05-19,2011-06-19,Regular
13028,661.32,2,798.0,40,2011-10-25,2011-11-17,Regular
15405,659.84,2,348.0,29,2010-05-12,2011-06-03,Regular
15492,659.46,2,483.0,32,2011-09-26,2011-11-11,Regular
13759,659.41,2,287.0,24,2011-09-29,2011-11-06,Regular
14150,658.64,2,496.0,23,2010-12-15,2011-11-04,Regular
17459,657.3,2,537.0,88,2011-10-10,2011-10-27,Regular
13496,653.33,2,341.0,28,2010-12-15,2011-11-29,Regular
18121,653.3,2,438.0,28,2011-07-08,2011-07-13,Regular
15205,653.24,2,378.0,37,2011-08-04,2011-09-15,Regular
12719,644.95,2,374.0,34,2011-10-05,2011-12-04,Regular
14537,641.4,2,228.0,23,2010-03-26,2011-10-13,Regular
12365,641.38,2,174.0,22,2011-02-21,2011-02-21,Regular
12624,641.13,2,355.0,36,2011-06-15,2011-08-25,Regular
14563,640.54,2,279.0,95,2010-04-26,2010-07-18,Regular
12538,640.45,2,336.0,33,2010-11-26,2011-11-10,Regular
12880,640.13,2,279.0,32,2010-05-14,2010-11-23,Regular
15648,639.5,2,218.0,23,2011-03-17,2011-05-19,Regular
14664,636.24,2,465.0,78,2011-11-06,2011-11-20,Regular
15829,636.14,2,996.0,44,2011-07-22,2011-09-01,Regular
14365,634.68,2,557.0,50,2010-01-27,2010-11-10,Regular
15666,632.94,2,469.0,62,2010-08-01,2010-08-24,Regular
18183,632.07,2,371.0,36,2011-03-10,2011-04-26,Regular
13822,632.0,2,611.0,90,2011-10-30,2011-12-04,Regular
13706,631.17,2,301.0,38,2010-03-23,2011-02-10,Regular
16193,630.43,2,379.0,38,2010-10-25,2011-04-17,Regular
13525,628.78,2,394.0,5,2011-04-05,2011-11-25,Regular
13480,627.82,2,362.0,40,2010-01-29,2010-10-19,Regular
13914,626.45,2,380.0,28,2011-11-03,2011-11-28,Regular
14381,625.94,2,449.0,104,2010-09-14,2011-10-18,Regular
14793,625.9,2,361.0,39,2010-06-22,2011-11-18,Regular
16715,625.52,2,1174.0,27,2010-05-26,2011-09-22,Regular
13776,623.98,2,2.0,1,2010-10-07,2010-10-07,Regular
15258,623.16,2,142.0,32,2011-05-06,2011-06-24,Regular
16781,623.0,2,192.0,36,2010-02-08,2010-12-02,Regular
12575,622.82,2,315.0,34,2010-07-01,2010-09-08,Regular
14115,622.67,2,509.0,22,2010-02-11,2010-07-26,Regular
17005,622.36,2,691.0,14,2010-04-30,2010-08-26,Regular
14169,621.51,2,205.0,50,2010-09-21,2010-10-05,Regular
13836,620.37,2,273.0,29,2010-10-21,2010-11-05,Regular
14339,620.27,2,456.0,21,2010-10-07,2011-04-11,Regular
13444,619.08,2,331.0,51,2010-07-21,2010-11-30,Regular
13020,618.96,2,278.0,38,2010-02-18,2010-05-26,Regular
14079,618.73,2,302.0,13,2010-01-26,2011-08-07,Regular
13493,618.63,2,380.0,6,2011-02-25,2011-03-09,Regular
12596,618.27,2,474.0,25,2011-04-11,2011-10-19,Regular
15956,617.6,2,278.0,18,2009-12-13,2010-06-06,Regular
14377,617.05,2,219.0,11,2011-03-22,2011-06-01,Regular
16311,616.26,2,394.0,35,2011-10-21,2011-11-22,Regular
16847,614.89,2,255.0,37,2010-03-31,2011-10-27,Regular
16844,614.34,2,281.0,26,2010-05-06,2010-05-26,Regular
15362,613.08,2,368.0,38,2009-12-01,2010-09-17,Regular
16178,612.6,2,304.0,24,2010-11-03,2011-07-24,Regular
15232,612.06,2,686.0,26,2011-07-22,2011-08-18,Regular
13731,610.59,2,278.0,36,2011-04-07,2011-05-04,Regular
13832,609.89,2,420.0,54,2010-10-13,2011-11-20,Regular
14636,609.85,2,241.0,27,2011-03-16,2011-11-03,Regular
16675,608.86,2,296.0,21,2010-08-18,2010-09-24,Regular
13933,608.79,2,205.0,23,2011-07-14,2011-08-22,Regular
17473,607.0,2,270.0,33,2010-09-09,2010-10-27,Regular
17119,606.91,2,334.0,35,2011-10-11,2011-12-06,Regular
15158,606.02,2,219.0,11,2010-11-03,2011-10-25,Regular
16590,605.9,2,240.0,26,2010-10-21,2010-11-04,Regular
17507,605.58,2,359.0,79,2011-02-03,2011-03-23,Regular
